USA|United States|U.S.|US|USA|
CAN|Canada|
EUR|Austria|Belgium|Denmark|Finland|France|Germany|United Kingdom|United_Kingdom|UK|U.K.|Greece|Ireland|Italy|Luxembourg|Netherlands|Portugal|Spain|Sweden|Switzerland|Bulgaria|Croatia|Czech Republic|Czech_Republic|Czech_epublic|Hungary|Poland|Romania|Slovakia|Estonia|Slovenia|Latvia|Lithuania|Turkey|Bosnia & Herzegovina|F.Y.R of Macedonia|Serbia|Norway|Other Europe & Eurasia|Other_Europe|other Europe & Eurasia|Other_urope_&_Eurasia|Others Europe|Other Europe|Republic of Ireland|Belgium & Luxembourg|Albania|Czech Rep.|Kosovo|Bosnia-Herzegovina|Cyprus|Malta|Macedonia|Iceland|Montenegro|
JAN|Australia|South Korea|Japan|Korea|South_Korea|New Zealand|North Korea|Korea, Rep. (South Korea)|
CIS|Russian Federation|Rusian_Federation|Federation|Russian_Federation|Russia|Russian_Fed|Russian_Fed.|Russian Fed.|Armenia|Azerbaijan|Belarus|Georgia|Kazakhstan|Kyrgyzstan|Tajikistan|Ukraine|Moldova|Turkmenistan|Uzbekistan|Turkmen.|Other_Former_Soviet_Union|Former_Soviet_Union|Kyrgyz Rep.|
CHN|China|China, PR|
IND|India|
BRA|Brazil|
MDE|Iran|Israel|Jordan|Kuwait|Lebanon|Oman|Syria|United Arab Emirates|United_Arab_Emirates|UAE|Qatar|Yemen|Other_Middle_East|Others Middle East|Bahrain|Iraq|Other Middle East|Palestine|
AFR|Ghana|Morroco|Morocco|Tunisia|South Africa|South_Africa|South Africa, Rep.|Algeria|Egypt|Libya|Equatorial Guinea|Mozambique|Nigeria|Other_Africa|Other Africa|Equatorial_Guinea|Equatoral Guinea|Sao Tome and Principe|Ethiopia|Swaziland|Cameroon|Burkina Faso|Zimbabwe|Guinea|Liberia|Tanzania|Mauritania|Gabon|Madagascar|Lesotho|Somalia|Benin|Togo|Mali|Congo DR|Cape Verde|Gambia|Rwanda|Ruanda|Guinea-Bissau|Angola|Chad|Sierra Leone|Burundi|Kenya|Sudan|Malawi|Central African Rep.|Zambia|Senegal|Cote d'Ivoire|Eritrea|Uganda|Niger|Comoros|Congo|Namibia|Botswana|Seychelles|Mauritius|Djibouti|Congo, DR (former Zaire)|Congo, Rep|C̫te d'Ivoire|Western Sahara|Ecuator|
RAS|Hong Kong|Hong_Kong|Malaysia|Singapore|Taiwan|Thailand|Indonesia|Myanmar|Brunei|East Timor|East  Timor|Other Asia Pacific|Philippines|Pakistan|Saudi Arabia|Vietnam|Bangladesh|China Hong Kong SAR|Maldives|Lao PDR|Cambodia|Afghanistan|Solomon Islands|Mongolia|Vanuatu|Bhutan|Myanmar (ex Burma)|Myanmar (Burma)|Kiribati|Macau|Nepal|Papua New Guinea|Sri-lanka|Hong-Kong|Tonga|Samoa (Western)|Fiji Islands|Laos|
RAL|Mexico|Argentina|Chile|Uruguay|Venezuela|Bolivia|Columbia|Tobago|Peru|Others S._&_Cent.America|Dominican Republic|Puerto Rico|Other_SCentAmerica|Other S.&Cent America|Other_S._&_Cent._America|Other Latin America|Puerto_Rico|Dominican_Republic|Trinidad_Tobago|Trinidad & Tobago|& Tobago|Trinidad and Tobago|Others S. & Cent. America|Other S. & Cent. America|Colombia|Ecuador|Grenada|Guatemala|Jamaica|Dominican Rep.|Guyana|Nicaragua|Barbados|Panama|Costa Rica|Bahamas|El Salvador|Haiti|Belize|St Vincent and Grenadines|Suriname|St Lucia|Honduras|Cuba|Paraguay|Bermuda|Dominica|NL Antilles and Aruba|Greenland|
